DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,DAYS PRESENT,DAYS ABSENT,TOTAL DAYS,% PRESENT,AVERAGE DAILY ATTENDANCE,AVERAGE DAILY MEMBERSHIP,SUMMER DAYS PRESENT ,SUMMER DAYS ABSENT ,TOTAL SUMMER DAYS ,% SUMMER DAYS PRESENT
13,MIAMI-DADE,0201,BANYAN ELEMENTARY SCHOOL,"59,548","3,241","62,789",94.8%,331,349,0,0,0,
13,MIAMI-DADE,0211,DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL,"121,552","5,481","127,033",95.7%,675,706,0,0,0,
13,MIAMI-DADE,0231,AVENTURA WATERWAYS K-8 CENTER,"365,374","19,510","384,884",94.9%,"2,030","2,138",0,0,0,
13,MIAMI-DADE,0241,RUTH K. BROAD BAY HARBOR K-8 CENTER,"236,182","10,975","247,157",95.6%,"1,312","1,373",0,0,0,
13,MIAMI-DADE,0251,ETHEL KOGER BECKHAM K-8 CENTER,"137,690","3,897","141,587",97.2%,765,787,0,0,0,
13,MIAMI-DADE,0261,BEL-AIRE ELEMENTARY SCHOOL,"47,329","3,522","50,851",93.1%,263,283,0,0,0,
13,MIAMI-DADE,0271,BENT TREE ELEMENTARY SCHOOL,"71,893","4,374","76,267",94.3%,399,424,0,0,0,
13,MIAMI-DADE,0311,GOULDS ELEMENTARY SCHOOL,"55,984","4,780","60,764",92.1%,311,338,0,0,0,
13,MIAMI-DADE,0312,MATER GARDENS ACADEMY,"104,553","4,443","108,996",95.9%,581,606,194,46,240,80.8%
13,MIAMI-DADE,0321,BISCAYNE ELEMENTARY SCHOOL,"127,248","7,437","134,685",94.5%,707,748,0,0,0,
13,MIAMI-DADE,0331,CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER N,"6,980","1,074","8,054",86.7%,39,45,397,59,456,87.1%
13,MIAMI-DADE,0332,SOMERSET ACADEMY (SILVER PALMS),"304,320","11,438","315,758",96.4%,"1,691","1,754",0,0,0,
13,MIAMI-DADE,0339,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD),"90,659","4,984","95,643",94.8%,504,531,0,0,0,
13,MIAMI-DADE,0341,ARCHCREEK ELEMENTARY SCHOOL,"95,418","3,748","99,166",96.2%,530,551,0,0,0,
13,MIAMI-DADE,0342,PINECREST ACADEMY (SOUTH CAMPUS),"130,031","4,687","134,718",96.5%,722,748,0,0,0,
13,MIAMI-DADE,0351,CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH,"14,214","1,683","15,897",89.4%,79,88,445,68,513,86.7%
13,MIAMI-DADE,0361,BISCAYNE GARDENS ELEMENTARY,"89,455","6,057","95,512",93.7%,497,531,0,0,0,
13,MIAMI-DADE,0400,RENAISSANCE ELEMENTARY CHARTER SCHOOL,"156,813","6,174","162,987",96.2%,871,905,0,0,0,
13,MIAMI-DADE,0401,VAN E. BLANTON ELEMENTARY SCHOOL,"89,603","4,765","94,368",95.0%,498,524,0,0,0,
13,MIAMI-DADE,0410,ACADEMIR CHARTER SCHOOL WEST,"107,334","3,896","111,230",96.5%,596,618,0,0,0,
13,MIAMI-DADE,0441,BLUE LAKES ELEMENTARY SCHOOL,"79,709","4,992","84,701",94.1%,443,471,0,0,0,
13,MIAMI-DADE,0451,BOWMAN ASHE/DOOLIN K-8 ACADEMY,"161,834","8,282","170,116",95.1%,899,945,"2,600",687,"3,287",79.1%
13,MIAMI-DADE,0461,BRENTWOOD ELEMENTARY SCHOOL,"92,640","5,960","98,600",94.0%,515,548,0,0,0,
13,MIAMI-DADE,0481,JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY,"101,608","6,978","108,586",93.6%,564,603,0,0,0,
13,MIAMI-DADE,0510,ARCHIMEDEAN ACADEMY,"109,958","4,176","114,134",96.3%,611,634,0,0,0,
13,MIAMI-DADE,0520,SOMERSET ACADEMY CHARTER,"119,230","6,112","125,342",95.1%,662,696,0,0,0,
13,MIAMI-DADE,0521,BROADMOOR ELEMENTARY SCHOOL,"79,650","5,224","84,874",93.8%,443,472,"1,858",361,"2,219",83.7%
13,MIAMI-DADE,0561,W. J. BRYAN ELEMENTARY,"123,099","5,013","128,112",96.1%,684,712,0,0,0,
13,MIAMI-DADE,0600,PINECREST PREPARATORY ACADEMY,"100,117","4,287","104,404",95.9%,556,580,0,0,0,
13,MIAMI-DADE,0641,BUNCHE PARK ELEMENTARY SCHOOL,"64,112","4,805","68,917",93.0%,356,383,"3,809","1,069","4,878",78.1%
13,MIAMI-DADE,0651,CAMPBELL DRIVE K-8 CENTER,"178,927","13,735","192,662",92.9%,994,"1,070",0,0,0,
13,MIAMI-DADE,0661,CARIBBEAN K-8 CENTER,"127,080","6,987","134,067",94.8%,706,745,"1,980",208,"2,188",90.5%
13,MIAMI-DADE,0671,CALUSA ELEMENTARY SCHOOL,"144,243","6,038","150,281",96.0%,801,835,0,0,0,
13,MIAMI-DADE,0681,CAROL CITY ELEMENTARY SCHOOL,"68,627","5,172","73,799",93.0%,381,410,0,0,0,
13,MIAMI-DADE,0721,GEORGE W. CARVER ELEMENTARY SCHOOL,"75,953","2,862","78,815",96.4%,422,438,0,0,0,
13,MIAMI-DADE,0761,FIENBERG/FISHER K-8 CENTER,"152,146","8,441","160,587",94.7%,845,892,"3,815",900,"4,715",80.9%
13,MIAMI-DADE,0771,DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL,"89,152","6,518","95,670",93.2%,495,532,0,0,0,
13,MIAMI-DADE,0801,CITRUS GROVE ELEMENTARY SCHOOL,"155,840","11,531","167,371",93.1%,866,930,0,0,0,
13,MIAMI-DADE,0831,CLAUDE PEPPER ELEMENTARY SCHOOL,"98,652","5,288","103,940",94.9%,548,577,0,0,0,
13,MIAMI-DADE,0841,COCONUT GROVE ELEMENTARY SCHOOL,"77,733","2,772","80,505",96.6%,432,447,0,0,0,
13,MIAMI-DADE,0861,COLONIAL DRIVE ELEMENTARY SCHOOL,"48,956","2,767","51,723",94.7%,272,287,"2,616",864,"3,480",75.2%
13,MIAMI-DADE,0881,COMSTOCK ELEMENTARY SCHOOL,"91,303","6,706","98,009",93.2%,507,544,0,0,0,
13,MIAMI-DADE,0921,NEVA KING COOPER EDUCATIONAL CENTER,"14,428","2,898","17,326",83.3%,80,96,"1,086",280,"1,366",79.5%
13,MIAMI-DADE,0950,AVENTURA CITY OF EXCELLENCE SCHOOL,"176,127","7,913","184,040",95.7%,978,"1,022",0,0,0,
13,MIAMI-DADE,0961,CORAL GABLES PREPARATORY ACADEMY,"170,497","6,327","176,824",96.4%,947,982,0,0,0,
13,MIAMI-DADE,1000,TRUE NORTH CLASSICAL ACADEMY,"58,052","1,779","59,831",97.0%,323,332,0,0,0,
13,MIAMI-DADE,1001,CORAL PARK ELEMENTARY SCHOOL,"184,588","9,503","194,091",95.1%,"1,025","1,078",0,0,0,
13,MIAMI-DADE,1002,TRUE NORTH CLASSICAL ACADEMY SOUTH,"12,133",430,"12,563",96.6%,67,70,0,0,0,
13,MIAMI-DADE,1010,THE CHARTER SCHOOL AT WATERSTONE,"157,027","8,274","165,301",95.0%,872,918,0,0,0,
13,MIAMI-DADE,1014,HIGHLY INQUISITIVE AND VERSATILE EDUCATION (HIVE) PREPARATORY SCHOOL,"125,392","6,030","131,422",95.4%,697,730,206,35,241,85.5%
13,MIAMI-DADE,1015,ACADEMIR CHARTER SCHOOL PREPARATORY,"143,306","8,689","151,995",94.3%,796,844,0,0,0,
13,MIAMI-DADE,1017,MATER ACADEMY OF INTERNATIONAL STUDIES,"89,175","3,998","93,173",95.7%,495,518,0,0,0,
13,MIAMI-DADE,1020,YOUTH CO-OP CHARTER SCHOOL,"161,524","8,146","169,670",95.2%,897,943,0,0,0,
13,MIAMI-DADE,1041,CORAL REEF ELEMENTARY SCHOOL,"155,164","4,938","160,102",96.9%,862,889,0,0,0,
13,MIAMI-DADE,1070,SOUTH FLORIDA AUTISM CHARTER SCHOOL INC,"36,604","4,103","40,707",89.9%,203,226,0,0,0,
13,MIAMI-DADE,1081,CORAL TERRACE ELEMENTARY SCHOOL,"75,503","3,933","79,436",95.0%,419,441,0,0,0,
13,MIAMI-DADE,1121,CORAL WAY K-8 CENTER,"213,824","9,903","223,727",95.6%,"1,188","1,243",0,0,0,
13,MIAMI-DADE,1161,CRESTVIEW ELEMENTARY SCHOOL,"52,078","2,666","54,744",95.1%,289,304,0,0,0,
13,MIAMI-DADE,1241,CUTLER RIDGE ELEMENTARY SCHOOL,"85,443","4,763","90,206",94.7%,475,501,0,0,0,
13,MIAMI-DADE,1281,CYPRESS K-8 CENTER,"64,344","2,751","67,095",95.9%,357,373,0,0,0,
13,MIAMI-DADE,1331,DEVON AIRE K-8 CENTER,"252,096","10,794","262,890",95.9%,"1,401","1,461",0,0,0,
13,MIAMI-DADE,1361,FREDERICK R. DOUGLASS ELEMENTARY,"41,906","3,696","45,602",91.9%,233,253,0,0,0,
13,MIAMI-DADE,1371,MARJORY STONEMAN DOUGLAS ELEM,"147,583","6,747","154,330",95.6%,820,857,"1,338",274,"1,612",83.0%
13,MIAMI-DADE,1401,CHARLES R DREW K-8 CENTER,"110,732","8,382","119,114",93.0%,615,662,0,0,0,
13,MIAMI-DADE,1441,PAUL LAURENCE DUNBAR K-8 CENTER,"60,936","4,671","65,607",92.9%,339,364,0,0,0,
13,MIAMI-DADE,1481,JOHN G. DUPUIS ELEMENTARY SCHOOL,"87,345","5,266","92,611",94.3%,485,515,0,0,0,
13,MIAMI-DADE,1521,AMELIA EARHART ELEMENTARY SCHOOL,"75,686","4,858","80,544",94.0%,420,447,"2,609",579,"3,188",81.8%
13,MIAMI-DADE,1561,EARLINGTON HEIGHTS ELEMENTARY SCHOOL,"74,697","6,602","81,299",91.9%,415,452,0,0,0,
13,MIAMI-DADE,1601,EDISON PARK K-8 CENTER,"82,290","5,740","88,030",93.5%,457,489,0,0,0,
13,MIAMI-DADE,1641,EMERSON ELEMENTARY SCHOOL,"61,969","2,071","64,040",96.8%,344,356,0,0,0,
13,MIAMI-DADE,1681,LILLIE C. EVANS K-8 CENTER,"65,435","5,023","70,458",92.9%,364,391,0,0,0,
13,MIAMI-DADE,1691,CHRISTINA M. EVE ELEMENTARY SCHOOL,"130,675","5,059","135,734",96.3%,726,754,0,0,0,
13,MIAMI-DADE,1721,EVERGLADES K-8 CENTER,"170,758","9,238","179,996",94.9%,949,"1,000",0,0,0,
13,MIAMI-DADE,1761,DAVID FAIRCHILD ELEMENTARY SCHOOL,"102,401","4,548","106,949",95.7%,569,594,0,0,0,
13,MIAMI-DADE,1801,FAIRLAWN ELEMENTARY SCHOOL,"105,321","4,431","109,752",96.0%,585,610,0,0,0,
13,MIAMI-DADE,1811,DANTE B. FASCELL ELEMENTARY SCHOOL,"82,221","4,272","86,493",95.1%,457,481,378,95,473,79.9%
13,MIAMI-DADE,1841,FLAGAMI ELEMENTARY SCHOOL,"65,339","2,585","67,924",96.2%,363,377,0,0,0,
13,MIAMI-DADE,1881,HENRY M. FLAGLER ELEMENTARY SCHOOL,"117,874","6,139","124,013",95.0%,655,689,"1,210",221,"1,431",84.6%
13,MIAMI-DADE,1921,FLAMINGO ELEMENTARY SCHOOL,"100,979","4,906","105,885",95.4%,561,588,0,0,0,
13,MIAMI-DADE,2001,FLORIDA CITY ELEMENTARY SCHOOL,"131,819","9,691","141,510",93.2%,732,786,0,0,0,
13,MIAMI-DADE,2002,ACADEMIR PREPARATORY ACADEMY,"75,819","3,566","79,385",95.5%,421,441,0,0,0,
13,MIAMI-DADE,2003,BRIDGEPREP ACADEMY SOUTH,"107,695","5,725","113,420",95.0%,598,630,0,0,0,
13,MIAMI-DADE,2004,ISAAC: INTEGRATED SCIENCE AND ASIAN CULTURE ACADEMY,"37,879","1,196","39,075",96.9%,210,217,0,0,0,
13,MIAMI-DADE,2007,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS,"70,438","2,226","72,664",96.9%,391,404,0,0,0,
13,MIAMI-DADE,2008,KIPP SUNRISE ACADEMY,"28,087","2,214","30,301",92.7%,156,168,0,0,0,
13,MIAMI-DADE,2012,SOMERSET ARTS ACADEMY,"69,143","3,236","72,379",95.5%,384,402,0,0,0,
13,MIAMI-DADE,2013,BRIDGEPREP ACADEMY OF GREATER MIAMI,"77,654","5,482","83,136",93.4%,431,462,0,0,0,
13,MIAMI-DADE,2021,GLORIA FLOYD ELEMENTARY SCHOOL,"82,380","5,175","87,555",94.1%,458,486,0,0,0,
13,MIAMI-DADE,2031,PINECREST GLADES ACADEMY,"125,882","5,371","131,253",95.9%,699,729,0,0,0,
13,MIAMI-DADE,2041,BENJAMIN FRANKLIN K-8 CENTER,"95,378","3,521","98,899",96.4%,530,549,0,0,0,
13,MIAMI-DADE,2060,THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL,"24,171","2,103","26,274",92.0%,134,146,0,0,0,
13,MIAMI-DADE,2081,FULFORD ELEMENTARY SCHOOL,"88,929","3,797","92,726",95.9%,494,515,0,0,0,
13,MIAMI-DADE,2111,HIALEAH GARDENS ELEMENTARY SCHOOL,"177,479","8,931","186,410",95.2%,986,"1,036","4,009","1,070","5,079",78.9%
13,MIAMI-DADE,2151,JACK DAVID GORDON ELEMENTARY SCHOOL,"168,978","7,426","176,404",95.8%,939,980,0,0,0,
13,MIAMI-DADE,2161,GOLDEN GLADES ELEMENTARY SCHOOL,"35,979","1,824","37,803",95.2%,200,210,0,0,0,
13,MIAMI-DADE,2181,JOELLA GOOD ELEMENTARY SCHOOL,"168,919","6,901","175,820",96.1%,938,977,0,0,0,
13,MIAMI-DADE,2191,SPANISH LAKE ELEMENTARY SCHOOL,"262,293","12,446","274,739",95.5%,"1,457","1,526",0,0,0,
13,MIAMI-DADE,2241,GRATIGNY ELEMENTARY SCHOOL,"86,552","4,781","91,333",94.8%,481,507,"2,027",221,"2,248",90.2%
13,MIAMI-DADE,2261,GREENGLADE ELEMENTARY SCHOOL,"83,714","3,621","87,335",95.9%,465,485,0,0,0,
13,MIAMI-DADE,2281,GREYNOLDS PARK ELEMENTARY SCHOOL,"125,329","6,659","131,988",95.0%,696,733,0,0,0,
13,MIAMI-DADE,2321,GULFSTREAM ELEMENTARY SCHOOL,"118,321","9,231","127,552",92.8%,657,709,"1,905",348,"2,253",84.6%
13,MIAMI-DADE,2331,CHARLES R HADLEY ELEMENTARY SCHOOL,"150,970","6,909","157,879",95.6%,839,877,0,0,0,
13,MIAMI-DADE,2341,JOE HALL ELEMENTARY SCHOOL,"76,026","4,263","80,289",94.7%,422,446,0,0,0,
13,MIAMI-DADE,2351,ENEIDA M. HARTNER ELEMENTARY SCHOOL,"71,966","4,099","76,065",94.6%,400,423,0,0,0,
13,MIAMI-DADE,2361,HIALEAH ELEMENTARY SCHOOL,"112,037","6,429","118,466",94.6%,622,658,0,0,0,
13,MIAMI-DADE,2371,WEST HIALEAH GARDENS ELEMENTARY SCHOOL,"212,002","10,493","222,495",95.3%,"1,178","1,236",0,0,0,
13,MIAMI-DADE,2401,HIBISCUS ELEMENTARY SCHOOL,"89,941","4,818","94,759",94.9%,500,526,0,0,0,
13,MIAMI-DADE,2441,VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL,"101,789","5,257","107,046",95.1%,565,595,0,0,0,
13,MIAMI-DADE,2501,HOLMES ELEMENTARY SCHOOL,"70,935","4,895","75,830",93.5%,394,421,0,0,0,
13,MIAMI-DADE,2511,ZORA NEALE HURSTON ELEMENTARY SCHOOL,"98,780","5,346","104,126",94.9%,549,578,0,0,0,
13,MIAMI-DADE,2521,OLIVER HOOVER ELEMENTARY SCHOOL,"121,860","5,673","127,533",95.6%,677,709,"1,184",200,"1,384",85.5%
13,MIAMI-DADE,2531,THENA CROWDER EARLY CHILDHOOD DIAGNOSTIC SPECIAL EDUCATION CENTER,"14,619","1,740","16,359",89.4%,81,91,0,0,0,
13,MIAMI-DADE,2541,HOWARD DRIVE ELEMENTARY SCHOOL,"88,508","4,038","92,546",95.6%,492,514,0,0,0,
13,MIAMI-DADE,2581,MADIE IVES K-8 PREPARATORY ACADEMY,"159,577","6,303","165,880",96.2%,887,922,"4,290",372,"4,662",92.0%
13,MIAMI-DADE,2641,KENDALE ELEMENTARY SCHOOL,"89,039","3,118","92,157",96.6%,495,512,0,0,0,
13,MIAMI-DADE,2651,KENDALE LAKES ELEMENTARY SCHOOL,"131,878","7,288","139,166",94.8%,733,773,0,0,0,
13,MIAMI-DADE,2661,KENSINGTON PARK ELEMENTARY SCHOOL,"189,545","12,874","202,419",93.6%,"1,053","1,125","4,246","1,013","5,259",80.7%
13,MIAMI-DADE,2701,KENWOOD K-8 CENTER,"189,763","8,494","198,257",95.7%,"1,054","1,101",0,0,0,
13,MIAMI-DADE,2741,KEY BISCAYNE K-8 CENTER,"217,631","7,918","225,549",96.5%,"1,209","1,253",0,0,0,
13,MIAMI-DADE,2781,KINLOCH PARK ELEMENTARY SCHOOL,"103,809","5,898","109,707",94.6%,577,609,0,0,0,
13,MIAMI-DADE,2801,LAKE STEVENS ELEMENTARY SCHOOL,"47,594","2,853","50,447",94.3%,264,280,0,0,0,
13,MIAMI-DADE,2821,LAKEVIEW ELEMENTARY SCHOOL,"70,145","3,138","73,283",95.7%,390,407,0,0,0,
13,MIAMI-DADE,2881,LEEWOOD K-8 CENTER,"134,083","4,857","138,940",96.5%,745,772,0,0,0,
13,MIAMI-DADE,2891,WILLIAM H. LEHMAN ELEMENTARY SCHOOL,"112,002","3,722","115,724",96.8%,622,643,0,0,0,
13,MIAMI-DADE,2901,LEISURE CITY K-8 CENTER,"176,938","13,058","189,996",93.1%,983,"1,056","7,826","1,201","9,027",86.7%
13,MIAMI-DADE,2911,LINDA LENTIN K-8 CENTER,"146,795","7,079","153,874",95.4%,816,855,"4,868",829,"5,697",85.4%
13,MIAMI-DADE,2941,LAURA C. SAUNDERS ELEMENTARY SCHOOL,"105,016","7,048","112,064",93.7%,583,623,0,0,0,
13,MIAMI-DADE,2981,LIBERTY CITY ELEMENTARY SCHOOL,"63,272","6,925","70,197",90.1%,352,390,0,0,0,
13,MIAMI-DADE,3000,MATER INTERNATIONAL ACADEMY,"28,538","1,871","30,409",93.8%,159,169,0,0,0,
13,MIAMI-DADE,3001,WEST LAKES PREPARATORY ACADEMY,"54,263","2,258","56,521",96.0%,301,314,0,0,0,
13,MIAMI-DADE,3002,DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL,"165,770","5,079","170,849",97.0%,921,949,0,0,0,
13,MIAMI-DADE,3021,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL","84,953","5,444","90,397",94.0%,472,502,0,0,0,
13,MIAMI-DADE,3026,DORAL INTERNATIONAL ACADEMY OF MATH AND SCIENCE,"151,486","6,900","158,386",95.6%,842,880,0,0,0,
13,MIAMI-DADE,3027,ADVANTAGE ACADEMY OF MATH AND SCIENCE AT WATERSTONE,"31,074","2,104","33,178",93.7%,173,184,0,0,0,
13,MIAMI-DADE,3029,DORAL ACADEMY OF TECHNOLOGY,"51,646","1,650","53,296",96.9%,287,296,0,0,0,
13,MIAMI-DADE,3030,DORAL ACADEMY,"180,572","4,583","185,155",97.5%,"1,003","1,029",0,0,0,
13,MIAMI-DADE,3031,KENDALL SQUARE K-8 CENTER,"7,920",333,"8,253",96.0%,44,46,0,0,0,
13,MIAMI-DADE,3032,PALM GLADES PREPARATORY ACADEMY,"59,975","3,775","63,750",94.1%,333,354,0,0,0,
13,MIAMI-DADE,3033,SOMERSET OAKS ACADEMY,"98,780","4,969","103,749",95.2%,549,576,0,0,0,
13,MIAMI-DADE,3034,BRIDGEPREP ACADEMY OF VILLAGE GREEN,"118,284","6,623","124,907",94.7%,657,694,0,0,0,
13,MIAMI-DADE,3041,LORAH PARK ELEMENTARY SCHOOL,"54,366","3,676","58,042",93.7%,302,322,0,0,0,
13,MIAMI-DADE,3051,TOUSSAINT L'OUVERTURE ELEMENTARY,"65,318","4,481","69,799",93.6%,363,388,0,0,0,
13,MIAMI-DADE,3061,LUDLAM ELEMENTARY SCHOOL,"54,586","2,155","56,741",96.2%,303,315,0,0,0,
13,MIAMI-DADE,3100,MATER ACADEMY EAST CHARTER,"82,192","3,501","85,693",95.9%,457,476,0,0,0,
13,MIAMI-DADE,3101,FRANK CRAWFORD MARTIN K-8 CENTER,"184,254","6,407","190,661",96.6%,"1,024","1,059",0,0,0,
13,MIAMI-DADE,3111,WESLEY MATTHEWS ELEMENTARY SCHOOL,"80,869","3,441","84,310",95.9%,449,468,0,0,0,
13,MIAMI-DADE,3141,MEADOWLANE ELEMENTARY SCHOOL,"129,758","5,353","135,111",96.0%,721,751,0,0,0,
13,MIAMI-DADE,3181,MELROSE ELEMENTARY SCHOOL,"101,828","8,884","110,712",92.0%,566,615,"3,294",305,"3,599",91.5%
13,MIAMI-DADE,3191,ADA MERRITT K-8 CENTER,"132,121","4,140","136,261",97.0%,734,757,0,0,0,
13,MIAMI-DADE,3241,MIAMI GARDENS ELEMENTARY SCHOOL,"44,755","2,771","47,526",94.2%,249,264,0,0,0,
13,MIAMI-DADE,3261,MIAMI HEIGHTS ELEMENTARY SCHOOL,"139,051","9,094","148,145",93.9%,773,823,0,0,0,
13,MIAMI-DADE,3281,MIAMI LAKES K-8 CENTER,"220,566","9,474","230,040",95.9%,"1,225","1,278",0,0,0,
13,MIAMI-DADE,3301,MIAMI PARK ELEMENTARY SCHOOL,"51,269","4,619","55,888",91.7%,285,310,0,0,0,
13,MIAMI-DADE,3341,MIAMI SHORES ELEMENTARY SCHOOL,"116,463","5,424","121,887",95.5%,647,677,0,0,0,
13,MIAMI-DADE,3381,MIAMI SPRINGS ELEMENTARY SCHOOL,"68,725","3,706","72,431",94.9%,382,402,0,0,0,
13,MIAMI-DADE,3421,MARCUS A. MILAM K-8 CENTER,"152,265","8,731","160,996",94.6%,846,894,0,0,0,
13,MIAMI-DADE,3431,PHYLLIS R. MILLER ELEMENTARY SCHOOL,"114,089","4,845","118,934",95.9%,634,661,"2,295",383,"2,678",85.7%
13,MIAMI-DADE,3501,MORNINGSIDE K-8 ACADEMY,"90,478","3,997","94,475",95.8%,503,525,0,0,0,
13,MIAMI-DADE,3541,ROBERT RUSSA MOTON ELEMENTARY SCHOOL,"51,755","3,717","55,472",93.3%,288,308,0,0,0,
13,MIAMI-DADE,3581,MYRTLE GROVE K-8 CENTER,"74,216","4,869","79,085",93.8%,412,439,0,0,0,
13,MIAMI-DADE,3600,DOWNTOWN MIAMI CHARTER SCHOOL,"101,797","7,735","109,532",92.9%,566,609,0,0,0,
13,MIAMI-DADE,3610,KEYS GATE CHARTER SCHOOL,"327,068","25,122","352,190",92.9%,"1,817","1,957",0,0,0,
13,MIAMI-DADE,3621,COCONUT PALM K-8 ACADEMY,"240,868","17,546","258,414",93.2%,"1,338","1,436","2,270",374,"2,644",85.9%
13,MIAMI-DADE,3661,NATURAL BRIDGE ELEMENTARY SCHOOL,"119,088","6,112","125,200",95.1%,662,696,0,0,0,
13,MIAMI-DADE,3701,NORLAND ELEMENTARY SCHOOL,"122,178","6,764","128,942",94.8%,679,716,0,0,0,
13,MIAMI-DADE,3741,NORTH BEACH ELEMENTARY SCHOOL,"184,265","8,817","193,082",95.4%,"1,024","1,073",0,0,0,
13,MIAMI-DADE,3781,BARBARA HAWKINS ELEMENTARY SCHOOL,"47,518","2,838","50,356",94.4%,264,280,0,0,0,
13,MIAMI-DADE,3821,NORTH COUNTY K-8 CENTER,"69,002","4,756","73,758",93.6%,383,410,0,0,0,
13,MIAMI-DADE,3861,NORTH GLADE ELEMENTARY SCHOOL,"39,024","2,484","41,508",94.0%,217,231,0,0,0,
13,MIAMI-DADE,3901,NORTH HIALEAH ELEMENTARY SCHOOL,"88,860","4,480","93,340",95.2%,494,519,0,0,0,
13,MIAMI-DADE,3941,NORTH MIAMI ELEMENTARY SCHOOL,"86,873","4,241","91,114",95.3%,483,506,0,0,0,
13,MIAMI-DADE,3981,NORTH TWIN LAKES ELEMENTARY SCHOOL,"85,182","4,045","89,227",95.5%,473,496,0,0,0,
13,MIAMI-DADE,4000,MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL,"49,703","2,815","52,518",94.6%,276,292,0,0,0,
13,MIAMI-DADE,4001,NORWOOD ELEMENTARY SCHOOL,"79,454","3,707","83,161",95.5%,441,462,0,0,0,
13,MIAMI-DADE,4002,BEACON COLLEGE PREPARATORY,"65,218","5,617","70,835",92.1%,362,394,0,0,0,
13,MIAMI-DADE,4010,MATER ACADEMY BAY ELEMENTARY,"111,308","4,599","115,907",96.0%,618,644,0,0,0,
13,MIAMI-DADE,4011,DR. TONI BILBAO PREPARATORY ACADEMY,"104,448","5,045","109,493",95.4%,580,608,0,0,0,
13,MIAMI-DADE,4012,SOMERSET ACADEMY AT SILVER PALMS,"40,828","1,688","42,516",96.0%,227,236,0,0,0,
13,MIAMI-DADE,4021,OAK GROVE ELEMENTARY SCHOOL,"103,206","4,800","108,006",95.6%,573,600,"3,068",510,"3,578",85.7%
13,MIAMI-DADE,4031,GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER,"281,764","21,233","302,997",93.0%,"1,565","1,683",0,0,0,
13,MIAMI-DADE,4037,SOMERSET ACADEMY KENDALL,"11,122",482,"11,604",95.8%,62,64,0,0,0,
13,MIAMI-DADE,4050,BRIDGEPREP ACADEMY OF NORTH MIAMI BEACH,"84,943","5,196","90,139",94.2%,472,501,0,0,0,
13,MIAMI-DADE,4061,OJUS ELEMENTARY SCHOOL,"156,660","7,663","164,323",95.3%,870,913,0,0,0,
13,MIAMI-DADE,4070,EARLY BEGINNINGS ACADEMY,"17,673","2,659","20,332",86.9%,98,113,0,0,0,
13,MIAMI-DADE,4071,AGENORIA S PASCHAL/OLINDA ELEMENTARY SCHOOL,"66,248","5,741","71,989",92.0%,368,400,"2,967","1,037","4,004",74.1%
13,MIAMI-DADE,4091,OLYMPIA HEIGHTS ELEMENTARY SCHOOL,"68,378","3,314","71,692",95.4%,380,398,0,0,0,
13,MIAMI-DADE,4121,DR. ROBERT B. INGRAM ELEMENTARY SCHOOL,"62,802","5,638","68,440",91.8%,349,380,"1,510",418,"1,928",78.3%
13,MIAMI-DADE,4171,ORCHARD VILLA ELEMENTARY SCHOOL,"64,921","5,075","69,996",92.7%,361,389,0,0,0,
13,MIAMI-DADE,4221,PALMETTO ELEMENTARY SCHOOL,"107,728","3,935","111,663",96.5%,598,620,0,0,0,
13,MIAMI-DADE,4241,PALM LAKES ELEMENTARY SCHOOL,"110,167","6,820","116,987",94.2%,612,650,0,0,0,
13,MIAMI-DADE,4261,PALM SPRINGS ELEMENTARY SCHOOL,"94,080","4,099","98,179",95.8%,523,545,0,0,0,
13,MIAMI-DADE,4281,PALM SPRINGS NORTH ELEMENTARY SCHOOL,"180,692","7,699","188,391",95.9%,"1,004","1,047",0,0,0,
13,MIAMI-DADE,4301,PARKVIEW ELEMENTARY SCHOOL,"48,901","3,223","52,124",93.8%,272,290,"3,145",577,"3,722",84.5%
13,MIAMI-DADE,4341,PARKWAY ELEMENTARY SCHOOL,"49,108","2,962","52,070",94.3%,273,289,0,0,0,
13,MIAMI-DADE,4381,DR. HENRY E. PERRINE ACADEMY OF THE ARTS,"116,149","5,127","121,276",95.8%,645,674,0,0,0,
13,MIAMI-DADE,4391,IRVING & BEATRICE PESKOE K-8 CENTER,"153,821","10,144","163,965",93.8%,855,911,"4,087",811,"4,898",83.4%
13,MIAMI-DADE,4401,KELSEY L. PHARR ELEMENTARY SCHOOL,"59,897","4,745","64,642",92.7%,333,359,0,0,0,
