DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,DAYS PRESENT,DAYS ABSENT,TOTAL DAYS,% PRESENT,AVERAGE DAILY ATTENDANCE,AVERAGE DAILY MEMBERSHIP,SUMMER DAYS PRESENT ,SUMMER DAYS ABSENT ,TOTAL SUMMER DAYS ,% SUMMER DAYS PRESENT
50,PALM BEACH,4102,BRIDGEPREP ACADEMY OF PALM BEACH,"48,729","2,829","51,558",94.5%,271,286,0,0,0,
50,PALM BEACH,4103,SLAM BOCA,"38,940","1,589","40,529",96.1%,216,225,0,0,0,
50,PALM BEACH,7001,PALM BEACH VIRTUAL INSTRUCTION PROGRAM,"6,331",5,"6,336",99.9%,35,35,0,0,0,
50,PALM BEACH,7004,PALM BEACH VIRTUAL FRANCHISE,"17,047",2,"17,049",100.0%,95,95,0,0,0,
50,PALM BEACH,7006,PALM BEACH VIRTUAL INSTRUCTION (COURSE OFFERINGS),206,23,229,90.0%,1,1,0,0,0,
50,PALM BEACH,7023,PALM BEACH VIRTUAL INSTRUCTION (COURSE OFFERINGS),587,0,587,100.0%,3,3,0,0,0,
50,PALM BEACH,9034,ESE OTHER TEACHING SERVICES,"13,972",326,"14,298",97.7%,78,79,0,0,0,
50,PALM BEACH,9063,ESE HOSPITAL HOMEBOUND INSTRUCTIONAL SERVICES,166,0,166,100.0%,1,1,"2,131",4,"2,135",99.8%
50,PALM BEACH,9998,HOME EDUCATION PROGRAM STUDENTS,"38,423",367,"38,790",99.1%,213,216,0,0,0,
50,PALM BEACH,9999,OUT OF STATE/NON-PUBLIC SCHOOL,"44,590",17,"44,607",100.0%,248,248,0,0,0,
51,PASCO,0021,RODNEY B. COX ELEMENTARY SCHOOL,"84,133","7,539","91,672",91.8%,467,509,"1,192",238,"1,430",83.4%
51,PASCO,0031,PASCO HIGH SCHOOL,"286,455","22,243","308,698",92.8%,"1,591","1,715","1,142",446,"1,588",71.9%
51,PASCO,0032,TRINITY ELEMENTARY SCHOOL,"107,984","4,959","112,943",95.6%,600,627,0,0,0,
51,PASCO,0057,SEVEN SPRINGS MIDDLE SCHOOL,"271,371","12,077","283,448",95.7%,"1,508","1,575",415,223,638,65.0%
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,"135,315","6,228","141,543",95.6%,752,786,397,32,429,92.5%
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL","103,391","7,497","110,888",93.2%,574,616,456,72,528,86.4%
51,PASCO,0061,PASCO ELEMENTARY SCHOOL,"95,905","7,307","103,212",92.9%,533,573,770,130,900,85.6%
51,PASCO,0063,WESLEY CHAPEL HIGH SCHOOL,"242,943","13,318","256,261",94.8%,"1,350","1,424","1,519",469,"1,988",76.4%
51,PASCO,0065,JAMES M. MARLOWE ELEMENTARY SCHOOL,"84,512","6,797","91,309",92.6%,470,507,404,121,525,77.0%
51,PASCO,0069,CHASCO MIDDLE SCHOOL,"110,647","10,784","121,431",91.1%,615,675,140,56,196,71.4%
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,"115,369","8,251","123,620",93.3%,641,687,843,231,"1,074",78.5%
51,PASCO,0071,PASCO MIDDLE SCHOOL,"143,329","10,172","153,501",93.4%,796,853,365,63,428,85.3%
51,PASCO,0072,SUNRAY ELEMENTARY SCHOOL,"76,437","5,278","81,715",93.5%,425,454,330,52,382,86.4%
51,PASCO,0073,JAMES W. MITCHELL HIGH SCHOOL,"351,039","19,878","370,917",94.6%,"1,950","2,061",865,306,"1,171",73.9%
51,PASCO,0074,CENTENNIAL MIDDLE SCHOOL,"115,480","6,296","121,776",94.8%,642,677,395,54,449,88.0%
51,PASCO,0082,OAKSTEAD ELEMENTARY SCHOOL,"146,268","5,801","152,069",96.2%,813,845,0,0,0,
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,"114,155","10,337","124,492",91.7%,634,692,307,33,340,90.3%
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,"133,120","5,923","139,043",95.7%,740,772,261,26,287,90.9%
51,PASCO,0085,TRINITY OAKS ELEMENTARY SCHOOL,"110,641","5,132","115,773",95.6%,615,643,0,0,0,
51,PASCO,0086,DR. JOHN LONG MIDDLE SCHOOL,"265,188","12,284","277,472",95.6%,"1,473","1,542",112,100,212,52.8%
51,PASCO,0089,PAUL R. SMITH MIDDLE SCHOOL,"169,984","9,729","179,713",94.6%,944,998,319,643,962,33.2%
51,PASCO,0090,WIREGRASS RANCH HIGH SCHOOL,"377,614","21,758","399,372",94.6%,"2,098","2,219",847,99,946,89.5%
51,PASCO,0091,WEST ZEPHYRHILLS ELEMENTARY SCHOOL,"142,389","11,217","153,606",92.7%,791,853,731,107,838,87.2%
51,PASCO,0092,NEW RIVER ELEMENTARY SCHOOL,"143,342","7,191","150,533",95.2%,796,836,967,206,"1,173",82.4%
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,"105,568","8,484","114,052",92.6%,586,634,416,93,509,81.7%
51,PASCO,0100,CHARLES S. RUSHE MIDDLE SCHOOL,"212,955","8,652","221,607",96.1%,"1,183","1,231",347,142,489,71.0%
51,PASCO,0101,SUNLAKE HIGH SCHOOL,"341,750","16,222","357,972",95.5%,"1,899","1,989","1,482",303,"1,785",83.0%
51,PASCO,0102,RAYMOND B. STEWART MIDDLE SCHOOL,"163,184","11,957","175,141",93.2%,907,973,195,51,246,79.3%
51,PASCO,0103,CREWS LAKE MIDDLE SCHOOL.,"128,402","9,037","137,439",93.4%,713,764,270,56,326,82.8%
51,PASCO,0110,VETERANS ELEMENTARY SCHOOL,"133,608","5,596","139,204",96.0%,742,773,241,20,261,92.3%
51,PASCO,0112,WATERGRASS ELEMENTARY SCHOOL,"105,692","5,241","110,933",95.3%,587,616,0,0,0,
51,PASCO,0113,ANCLOTE HIGH SCHOOL,"192,152","15,947","208,099",92.3%,"1,068","1,156","1,709",608,"2,317",73.8%
51,PASCO,0114,FIVAY HIGH SCHOOL,"273,244","32,207","305,451",89.5%,"1,518","1,697","2,193",806,"2,999",73.1%
51,PASCO,0117,ODESSA ELEMENTARY SCHOOL,"155,559","5,530","161,089",96.6%,864,895,431,39,470,91.7%
51,PASCO,0119,SANDERS MEMORIAL ELEMENTARY SCHOOL,"139,279","5,725","145,004",96.1%,774,806,0,0,0,
51,PASCO,0120,QUAIL HOLLOW ELEMENTARY SCHOOL,"85,837","4,919","90,756",94.6%,477,504,767,97,864,88.8%
51,PASCO,0121,SHADY HILLS ELEMENTARY SCHOOL,"92,215","6,158","98,373",93.7%,512,547,435,88,523,83.2%
51,PASCO,0122,WIREGRASS ELEMENTARY SCHOOL,"112,696","5,368","118,064",95.5%,626,656,281,7,288,97.6%
51,PASCO,0123,CYPRESS CREEK MIDDLE/HIGH SCHOOL,"349,013","15,371","364,384",95.8%,"1,939","2,024",973,62,"1,035",94.0%
51,PASCO,0125,BEXLEY ELEMENTARY SCHOOL,"140,013","6,430","146,443",95.6%,778,814,0,0,0,
51,PASCO,0128,WENDELL KRINN TECHNICAL HIGH SCHOOL,"85,769","6,858","92,627",92.6%,476,515,654,27,681,96.0%
51,PASCO,0131,ZEPHYRHILLS HIGH SCHOOL,"237,516","19,494","257,010",92.4%,"1,320","1,428","1,020",267,"1,287",79.3%
51,PASCO,0132,WOODLAND ELEMENTARY SCHOOL,"148,564","10,307","158,871",93.5%,825,883,721,220,941,76.6%
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,"158,376","8,742","167,118",94.8%,880,928,246,42,288,85.4%
51,PASCO,0211,MITTYE P. LOCKE ELEMENTARY SCHOOL,"101,693","6,828","108,521",93.7%,565,603,361,101,462,78.1%
51,PASCO,0242,SCHWETTMAN EDUCATION CENTER,"16,703","6,831","23,534",71.0%,93,131,175,63,238,73.5%
51,PASCO,0251,SAN ANTONIO ELEMENTARY SCHOOL,"115,449","7,900","123,349",93.6%,641,685,662,135,797,83.1%
51,PASCO,0261,GULF MIDDLE SCHOOL,"154,778","14,787","169,565",91.3%,860,942,198,92,290,68.3%
51,PASCO,0271,RICHEY ELEMENTARY SCHOOL,"110,987","9,785","120,772",91.9%,617,671,540,219,759,71.1%
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,"94,902","8,174","103,076",92.1%,527,573,330,120,450,73.3%
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,"112,591","8,780","121,371",92.8%,626,674,543,116,659,82.4%
51,PASCO,0321,LACOOCHEE ELEMENTARY SCHOOL,"52,912","4,324","57,236",92.4%,294,318,465,62,527,88.2%
51,PASCO,0331,GULF HIGH SCHOOL,"251,537","22,586","274,123",91.8%,"1,397","1,523","2,039",648,"2,687",75.9%
51,PASCO,0341,SCHRADER ELEMENTARY SCHOOL,"116,830","10,591","127,421",91.7%,649,708,524,132,656,79.9%
51,PASCO,0342,BAYONET POINT MIDDLE SCHOOL,"134,892","10,057","144,949",93.1%,749,805,107,58,165,64.8%
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,"90,579","8,670","99,249",91.3%,503,551,"1,338",394,"1,732",77.3%
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,"78,986","6,809","85,795",92.1%,439,477,314,106,420,74.8%
51,PASCO,0411,SEVEN SPRINGS ELEMENTARY SCHOOL,"78,487","5,299","83,786",93.7%,436,465,466,108,574,81.2%
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,"84,709","5,337","90,046",94.1%,471,500,0,0,0,
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,"112,512","8,200","120,712",93.2%,625,671,598,84,682,87.7%
51,PASCO,0461,THOMAS E. WEIGHTMAN MIDDLE SCHOOL,"186,244","5,806","192,050",97.0%,"1,035","1,067",507,107,614,82.6%
51,PASCO,0471,RIVER RIDGE HIGH SCHOOL,"267,627","23,009","290,636",92.1%,"1,487","1,615","1,242",535,"1,777",69.9%
51,PASCO,0472,RIVER RIDGE MIDDLE SCHOOL,"203,434","9,033","212,467",95.7%,"1,130","1,180",381,196,577,66.0%
51,PASCO,0501,NORTHWEST ELEMENTARY SCHOOL,"101,583","9,448","111,031",91.5%,564,617,"1,143",261,"1,404",81.4%
51,PASCO,0521,HUDSON HIGH SCHOOL,"179,121","22,241","201,362",89.0%,995,"1,119","1,816",606,"2,422",75.0%
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,"124,631","7,652","132,283",94.2%,692,735,610,111,721,84.6%
51,PASCO,0801,LAND O' LAKES HIGH SCHOOL,"310,572","17,619","328,191",94.6%,"1,725","1,823",667,68,735,90.7%
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,"91,665","6,740","98,405",93.2%,509,547,331,56,387,85.5%
51,PASCO,0902,PINE VIEW ELEMENTARY SCHOOL,"97,147","5,675","102,822",94.5%,540,571,311,72,383,81.2%
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,"63,192","5,486","68,678",92.0%,351,382,260,71,331,78.5%
51,PASCO,0921,PINE VIEW MIDDLE SCHOOL,"181,858","8,137","189,995",95.7%,"1,010","1,056",711,131,842,84.4%
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,"86,845","6,080","92,925",93.5%,482,516,442,89,531,83.2%
51,PASCO,0941,MOON LAKE ELEMENTARY SCHOOL,"101,475","7,767","109,242",92.9%,564,607,506,109,615,82.3%
51,PASCO,0951,HUDSON MIDDLE SCHOOL,"114,262","7,821","122,083",93.6%,635,678,403,109,512,78.7%
51,PASCO,0961,LAKE MYRTLE ELEMENTARY SCHOOL,"102,883","4,711","107,594",95.6%,572,598,300,36,336,89.3%
51,PASCO,0991,FRED K. MARCHMAN TECHNICAL COLLEGE,295,31,326,90.5%,2,2,0,0,0,
51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,"97,123","4,594","101,717",95.5%,540,565,215,47,262,82.1%
51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHOOL,"112,777","5,763","118,540",95.1%,627,659,235,49,284,82.7%
51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,"117,679","5,260","122,939",95.7%,654,683,0,0,0,
51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,"132,800","6,953","139,753",95.0%,738,776,246,25,271,90.8%
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,"2,527",2,"2,529",99.9%,14,14,0,0,0,
51,PASCO,2102,ACHIEVE CENTER OF PASCO,"7,789","3,698","11,487",67.8%,43,64,203,67,270,75.2%
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,"5,714",92,"5,806",98.4%,32,32,"1,138",8,"1,146",99.3%
51,PASCO,4301,DAYSPRING ACADEMY,"129,420","7,658","137,078",94.4%,719,762,141,21,162,87.0%
51,PASCO,4302,ACADEMY AT THE FARM,"100,764","4,848","105,612",95.4%,560,587,0,0,0,
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,"58,756","2,559","61,315",95.8%,326,341,0,0,0,
51,PASCO,4321,ATHENIAN ACADEMY OF TECHNOLOGY AND THE ARTS,"59,311","4,334","63,645",93.2%,330,354,93,0,93,100.0%
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,"137,212","5,527","142,739",96.1%,762,793,0,0,0,
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,"135,645","7,365","143,010",94.9%,754,795,0,0,0,
51,PASCO,4327,LEARNING LODGE ACADEMY,"36,775","2,300","39,075",94.1%,204,217,331,81,412,80.3%
51,PASCO,4328,PEPIN ACADEMIES OF PASCO COUNTY,"51,471","5,387","56,858",90.5%,286,316,0,0,0,
51,PASCO,4329,PLATO ACADEMY TRINITY CHARTER SCHOOL,"43,903","2,298","46,201",95.0%,244,257,0,0,0,
51,PASCO,4330,UNION PARK CHARTER ACADEMY,"102,214","6,157","108,371",94.3%,568,602,0,0,0,
51,PASCO,4331,PASCO MYCROSCHOOL,"8,975","6,897","15,872",56.5%,50,88,0,0,0,
51,PASCO,5242,PACE CENTER FOR GIRLS,"8,619","1,286","9,905",87.0%,48,55,"1,737",314,"2,051",84.7%
51,PASCO,5881,SHERIFF'S DETENTION CENTER,"1,558",0,"1,558",100.0%,9,9,0,0,0,
51,PASCO,7004,PASCO ESCHOOL-VIRTUAL FRANCHISE,"60,077",405,"60,482",99.3%,334,336,"179,380",411,"179,791",99.8%
51,PASCO,7006,PASCO VIRTUAL INSTRUCTION (COURSE OFFERINGS),0,0,0,,0,0,"25,188",4,"25,192",100.0%
51,PASCO,7023,PASCO VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),"6,087",28,"6,115",99.5%,34,34,0,0,0,
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,"9,990","3,178","13,168",75.9%,56,73,77,35,112,68.8%
51,PASCO,7081,JUVENILE DETENTION CENTER,"4,529",111,"4,640",97.6%,25,26,803,28,831,96.6%
51,PASCO,9998,HOME EDUCATION PROGRAM STUDENTS,"106,515","1,430","107,945",98.7%,592,600,0,0,0,
51,PASCO,9999,OUT OF STATE/NON-PUBLIC SCHOOL,"10,553",50,"10,603",99.5%,59,59,0,0,0,
52,PINELLAS,0051,ANONA ELEMENTARY SCHOOL,"79,362","3,809","83,171",95.4%,441,462,0,0,0,
52,PINELLAS,0111,AZALEA ELEMENTARY SCHOOL,"104,586","6,138","110,724",94.5%,581,615,"2,496",773,"3,269",76.4%
52,PINELLAS,0121,AZALEA MIDDLE SCHOOL,"143,567","7,471","151,038",95.1%,798,839,"1,175","1,024","2,199",53.4%
52,PINELLAS,0131,BARDMOOR ELEMENTARY SCHOOL,"85,019","5,823","90,842",93.6%,472,505,"4,234","1,005","5,239",80.8%
52,PINELLAS,0141,LARGO MIDDLE SCHOOL,"135,706","7,617","143,323",94.7%,754,796,"1,467",584,"2,051",71.5%
52,PINELLAS,0151,BAUDER ELEMENTARY SCHOOL,"133,720","5,790","139,510",95.8%,743,775,0,0,0,
52,PINELLAS,0161,BAY POINT ELEMENTARY SCHOOL,"101,806","4,710","106,516",95.6%,566,592,"2,906",907,"3,813",76.2%
52,PINELLAS,0171,BAY POINT MIDDLE SCHOOL,"175,660","8,923","184,583",95.2%,976,"1,025","2,328","1,014","3,342",69.7%
52,PINELLAS,0231,BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL,"111,534","4,234","115,768",96.3%,620,643,0,0,0,
52,PINELLAS,0251,BAYSIDE HIGH SCHOOL,"26,356","12,738","39,094",67.4%,146,217,24,33,57,42.1%
52,PINELLAS,0271,BEAR CREEK ELEMENTARY SCHOOL,"59,635","3,628","63,263",94.3%,331,351,0,0,0,
52,PINELLAS,0321,BELCHER ELEMENTARY SCHOOL,"114,219","7,253","121,472",94.0%,635,675,"4,372","1,138","5,510",79.3%
52,PINELLAS,0371,BELLEAIR ELEMENTARY SCHOOL,"94,275","5,653","99,928",94.3%,524,555,"3,339",906,"4,245",78.7%
52,PINELLAS,0391,BLANTON ELEMENTARY SCHOOL,"89,241","5,319","94,560",94.4%,496,525,0,0,0,
52,PINELLAS,0431,BOCA CIEGA HIGH SCHOOL,"272,651","24,377","297,028",91.8%,"1,515","1,650","1,037",440,"1,477",70.2%
52,PINELLAS,0441,BROOKER CREEK ELEMENTARY SCHOOL,"108,456","4,598","113,054",95.9%,603,628,"3,917","1,222","5,139",76.2%
52,PINELLAS,0481,CAMPBELL PARK ELEMENTARY SCHOOL,"100,160","10,327","110,487",90.7%,556,614,"2,672","1,557","4,229",63.2%
52,PINELLAS,0521,ESE COUNTYWIDE,"31,183","4,770","35,953",86.7%,173,200,170,25,195,87.2%
52,PINELLAS,0531,JOSEPH L. CARWISE MIDDLE SCHOOL,"218,372","11,442","229,814",95.0%,"1,213","1,277","1,538",407,"1,945",79.1%
52,PINELLAS,0681,PAUL B. STEPHENS ESE CENTER,"30,522","3,535","34,057",89.6%,170,189,"3,821",929,"4,750",80.4%
52,PINELLAS,0711,CLEARWATER HIGH SCHOOL,"300,641","16,880","317,521",94.7%,"1,670","1,764","2,655",660,"3,315",80.1%
52,PINELLAS,0731,CLEARWATER FUNDAMENTAL MIDDLE SCHOOL,"139,365","4,029","143,394",97.2%,774,797,0,0,0,
52,PINELLAS,0751,COUNTRYSIDE HIGH SCHOOL,"307,184","18,481","325,665",94.3%,"1,707","1,809",667,307,974,68.5%
52,PINELLAS,0811,CROSS BAYOU ELEMENTARY SCHOOL,"76,645","5,125","81,770",93.7%,426,454,"3,094",637,"3,731",82.9%
52,PINELLAS,0851,CURLEW CREEK ELEMENTARY SCHOOL,"117,873","6,231","124,104",95.0%,655,689,"4,809","1,271","6,080",79.1%
52,PINELLAS,0981,DISSTON ACADEMY,"22,205","6,684","28,889",76.9%,123,160,143,163,306,46.7%
52,PINELLAS,0991,LEILA DAVIS ELEMENTARY SCHOOL,"129,295","6,729","136,024",95.1%,718,756,0,0,0,
52,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL,"296,538","24,370","320,908",92.4%,"1,647","1,783","2,263",789,"3,052",74.1%
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,"97,354","5,742","103,096",94.4%,541,573,"6,802","2,042","8,844",76.9%
52,PINELLAS,1081,DUNEDIN HIGH SCHOOL,"214,957","14,465","229,422",93.7%,"1,194","1,275","1,058",518,"1,576",67.1%
52,PINELLAS,1091,DUNEDIN HIGHLAND MIDDLE SCHOOL,"176,922","6,257","183,179",96.6%,983,"1,018","3,409",736,"4,145",82.2%
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,"114,534","7,364","121,898",94.0%,636,677,"4,405","1,166","5,571",79.1%
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHOOL,"92,511","8,723","101,234",91.4%,514,562,"3,096","1,206","4,302",72.0%
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHOOL,"93,953","5,455","99,408",94.5%,522,552,"4,568","1,074","5,642",81.0%
52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL,"189,024","10,483","199,507",94.7%,"1,050","1,108","1,737","1,009","2,746",63.3%
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,"88,371","4,380","92,751",95.3%,491,515,0,0,0,
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,"106,921","6,706","113,627",94.1%,594,631,0,0,0,
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,"92,564","5,904","98,468",94.0%,514,547,"2,567",753,"3,320",77.3%
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,"108,116","7,530","115,646",93.5%,601,642,"2,797",989,"3,786",73.9%
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,"99,306","3,877","103,183",96.2%,552,573,"4,073","1,079","5,152",79.1%
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHOOL,"105,319","5,750","111,069",94.8%,585,617,0,0,0,
52,PINELLAS,1531,GIBBS HIGH SCHOOL,"183,368","20,944","204,312",89.7%,"1,019","1,135","1,059",548,"1,607",65.9%
52,PINELLAS,1691,GULFPORT MONTESSORI ELEMENTARY SCHOOL,"107,182","8,522","115,704",92.6%,595,643,"2,660","1,001","3,661",72.7%
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHOOL,"100,480","4,795","105,275",95.4%,558,585,0,0,0,
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,"17,480","3,245","20,725",84.3%,97,115,"2,867",988,"3,855",74.4%
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,"111,642","8,160","119,802",93.2%,620,666,"4,261","1,247","5,508",77.4%
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMENTARY,"99,957","3,702","103,659",96.4%,555,576,0,0,0,
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEMENTARY,"59,112","2,321","61,433",96.2%,328,341,0,0,0,
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,"63,013","5,181","68,194",92.4%,350,379,"3,010","1,167","4,177",72.1%
52,PINELLAS,2031,LAKEWOOD HIGH SCHOOL,"171,361","11,438","182,799",93.7%,952,"1,016","1,469",260,"1,729",85.0%
52,PINELLAS,2081,LARGO HIGH SCHOOL,"334,942","16,953","351,895",95.2%,"1,861","1,955","1,024",318,"1,342",76.3%
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHOOL,"75,682","5,397","81,079",93.3%,420,450,0,0,0,
52,PINELLAS,2151,LEALMAN INNOVATION ACADEMY,"82,065","8,600","90,665",90.5%,456,504,0,0,0,
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8,"238,645","9,049","247,694",96.3%,"1,326","1,376",0,0,0,
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,"87,970","5,430","93,400",94.2%,489,519,"2,376","1,187","3,563",66.7%
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHOOL,"111,684","5,932","117,616",95.0%,620,653,"4,735","1,355","6,090",77.8%
52,PINELLAS,2321,MEADOWLAWN MIDDLE SCHOOL,"179,694","8,556","188,250",95.5%,998,"1,046","2,459","1,111","3,570",68.9%
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,"67,818","6,135","73,953",91.7%,377,411,"1,579",789,"2,368",66.7%
52,PINELLAS,2381,MIDTOWN ACADEMY,"50,439","3,345","53,784",93.8%,280,299,0,0,0,
52,PINELLAS,2431,MILDRED HELMS ELEMENTARY SCHOOL,"101,415","6,356","107,771",94.1%,563,599,"3,341",882,"4,223",79.1%
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,"10,591",516,"11,107",95.4%,59,62,0,0,0,
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,"70,675","4,757","75,432",93.7%,393,419,0,0,0,
52,PINELLAS,2581,NINA HARRIS ESE CENTER,"33,496","6,330","39,826",84.1%,186,221,"3,776",954,"4,730",79.8%
52,PINELLAS,2641,NORTHEAST HIGH SCHOOL,"267,902","20,007","287,909",93.1%,"1,488","1,599","1,731",794,"2,525",68.6%
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,"61,064","3,900","64,964",94.0%,339,361,0,0,0,
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,"92,214","5,598","97,812",94.3%,512,543,"3,507","1,191","4,698",74.6%
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL,"32,659","18,987","51,646",63.2%,181,287,0,0,0,
52,PINELLAS,2861,OAK GROVE MIDDLE SCHOOL,"197,145","6,585","203,730",96.8%,"1,095","1,132","3,559","2,356","5,915",60.2%
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,"121,695","5,094","126,789",96.0%,676,704,0,0,0,
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,"103,895","6,202","110,097",94.4%,577,612,"4,208","1,385","5,593",75.2%
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,"66,153","2,913","69,066",95.8%,368,384,0,0,0,
52,PINELLAS,3031,OSCEOLA FUNDAMENTAL HIGH,"294,674","11,183","305,857",96.3%,"1,637","1,699","1,111",381,"1,492",74.5%
52,PINELLAS,3041,OSCEOLA MIDDLE SCHOOL,"203,861","12,406","216,267",94.3%,"1,133","1,201","2,087",680,"2,767",75.4%
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,"142,827","6,589","149,416",95.6%,793,830,0,0,0,
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,"93,179","3,267","96,446",96.6%,518,536,0,0,0,
52,PINELLAS,3191,PALM HARBOR MIDDLE SCHOOL,"214,619","9,692","224,311",95.7%,"1,192","1,246","2,240",528,"2,768",80.9%
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,"10,539","2,822","13,361",78.9%,59,74,"2,287","1,317","3,604",63.5%
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEMENTARY SCHOOL,"80,314","3,163","83,477",96.2%,446,464,"2,368",624,"2,992",79.1%
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,"27,130","3,140","30,270",89.6%,151,168,0,0,0,
52,PINELLAS,3361,PINELLAS CENTRAL ELEMENTARY SCHOOL,"103,245","6,326","109,571",94.2%,574,609,"2,106",497,"2,603",80.9%
52,PINELLAS,3371,RICHARD O JACOBSON TECHNICAL HIGH SCHOOL AT SEMINOLE,"28,931","1,604","30,535",94.7%,161,170,"2,023",96,"2,119",95.5%
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHOOL,"95,937","6,284","102,221",93.9%,533,568,"4,193","1,137","5,330",78.7%
52,PINELLAS,3411,PINELLAS PARK MIDDLE SCHOOL,"204,769","7,999","212,768",96.2%,"1,138","1,182",0,0,0,
52,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL,"325,891","22,075","347,966",93.7%,"1,811","1,933","1,709",416,"2,125",80.4%
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,"124,568","6,336","130,904",95.2%,692,727,"2,797",838,"3,635",76.9%
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOOL,"86,633","6,173","92,806",93.3%,481,516,"2,653",703,"3,356",79.1%
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,"125,719","6,887","132,606",94.8%,698,737,"2,892",883,"3,775",76.6%
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOOL,"118,996","5,640","124,636",95.5%,661,692,0,0,0,
52,PINELLAS,3741,SAFETY HARBOR MIDDLE SCHOOL,"201,977","11,220","213,197",94.7%,"1,122","1,184","1,869",829,"2,698",69.3%
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHOOL,"102,526","6,499","109,025",94.0%,570,606,0,0,0,
